"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location,Action Taken
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate Power Point (profanity),Common Area Computer,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Swear jar (profanity),Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate key chain,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate sticker,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate magazine,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate signs,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,N/A,2.5 GB of inappropriate pictures/videos/quotes,Shared Drive,Removed and deleted
PACAF,Squadron,Inappropriate/Offensive,3,3 PPT briefings w/1 inappropriate picture,Shared Drive,Removed and deleted
PACAF,Squadron,Inappropriate/Offensive,5+,Squadron mugs with inappropriate female form handles,Workplace Common Area,Directed owner to remove from workspace
PACAF,Squadron,Inappropriate/Offensive,4,Magazines (GQ & Sports Illustrated),Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Desk Postings Containing Profanity,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Questionable Coin,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Jar for coins when unit members use profanity titled ""F____it Bucket""",Break Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Calendar,Support Section,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Refrigerator magnet with profanity,Support Section,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cardboard cutout of woman from beer advertisement dressed as cheerleader,Briefing room,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Sports Illustrated Swimsuit addition pictures,Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Old-fashioned jeramiah weed advertiseement with woman in swimsuit & caption,Heritage room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,WWII era (replication) art of woman wearing swimsuit in martini glass,Heritage room,Retained
PACAF,Squadron,Inappropriate/Offensive,1,Doofer Books from 1989,Heritage room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Photo of unit mascot mating,Briefing room,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Patches,Heritage room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Carved bust of woman showing cleavage,Heritage room,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Beer Advertising Posters(Women in Bikinis),Heritage Room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cartoon depicting loadmaster with slight sexual innuendoes,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Magazine with full length photo of woman in bikini on cover,Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Bumper Stickers displayed deemed inappropirate,Section Office,Removed
PACAF,Squadron,Unprofessional,1,"Cartoon picture that state: ""PUT FOOT IN YOUR ASS""",Section Office,Removed
PACAF,Squadron,Unprofessional,1,"Sign on posted  as a reminder to make copies ""DON'T BE AN ASSHOLE, PRINT MORE COPIES""",Production Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Bikini Contest photos inside an overhead storage bin, visible when opened",Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,3 Decks of playing cards with questionable images,Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim Magazine,Wheel and Tire Shop,Removed
PACAF,Base,Inappropriate/Offensive,1,Picture of Seattle Seahawks Cheerleaders in cheer leading outfits at entrance of Enlisted Club,"",Removed
PACAF,Base,Inappropriate/Offensive,1,Picture of Woman in Bikini promoting UFC Fights at entrance of Enlisted Club,"",Removed
PACAF,Squadron,Inappropriate/Offensive,1,Fitness Product Poster,Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Poster of Miss Indiana, signed",Fire Station,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Maxim Magazines,Fire Station,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Men's Magazines,Men's Bathroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate jokes pinned up outside a civilian's cubicle,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Photo of two people in MOPP gear, one behind the other in a potentially compromising position",Office,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Lowrider and Hotrod Magazine with scantily clad women on cover,Common Area,Removed
PACAF,Squadron,Unprofessional,1,"Sign reading ""Punch them in the face"" on cubicle",Desk,Removed
PACAF,Squadron,Unprofessional,1,ABU Cap with inappropriate wording written inside it on desk,Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Book ""Fifty Shades of Grey""",Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,25,"Street Pulse Classified Advertisement, women in bikinis with classic cars",Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Box of Condoms,Dorm Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Used Condom,Dorm Common Area,Disposed of
PACAF,Squadron,Inappropriate/Offensive,1,Local Hawaiian Art with revealing clothing,Private Office,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Powerpoint slide (printed) with offensive language on it,Office cubicle,Removed/Shredded
PACAF,Squadron,Unprofessional,1,Inappropriate language on satiric poster,Office cubicle,Removed
PACAF,Squadron,Unprofessional,1,"Inappropriate language on ""to-do"" list/notebook",Office cubicle,Removed
PACAF,Squadron,Unprofessional,3,Inappropriate photograph of advertisement during unit deployment to foreign country,Shared drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim Magazine,Desk utilized by deployed in personnel,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Dirty Minds board game,Desk utilized by deployed in personnel,Removed
PACAF,Group,Inappropriate/Offensive,1,Tuskegee Airmen Print w/ embedded female image,Workspace,Removed
PACAF,Squadron,Inappropriate/Offensive,8,"R Rated movies (Jackass 2, etc…).",Conference Room/briefing area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,American Muscle Car Calendar with provocative images of scantily clad women (picture),Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Workout Poster with shirtless males (pictures),Hallways,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Miller Poster with women drinking in tight dresses (picture); R rated movies (Animal House, etc…)",Break/Rec room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim and FHM Magazines,Restroom,Removed
PACAF,Squadron,Pornograhic,1,"Poster of a man on a marina dock hold a large whale's genitalia and picture of a woman in a skin tight white t-shirt (with nipples protruding/raised) stating to the effect of ""stay a virgin, do me instead"".",Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,1,R rated movie (Zombie Strippers),Break/Rec room,Removed
PACAF,Squadron,Inappropriate/Offensive,3,"R-Rated Movies (Beerfest, David Chappelle, etc…)",Break/Rec room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,FHM Sexually Suggestive Magazine Cover,Break/Rec room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Picture of Marilyn Monroe With dress Blowing Up.,Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,1,"Book located in drawer in mens room.  ""The Playbook Suit up, Score Chicks, Be Awesome. ""  Book was from the TV show How I Met Your Mother.  A humor book but inappropriate for public work locations.",Restroom,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Music with inappropriate titles and provocative pictures,Shared drives,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Hurt Feelings Report (Joke Counseling Form),Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,5,JPEG Pics,Shared drives,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Calendar featuring females in bikini's,Common area,Removed
PACAF,Squadron,Pornograhic,1,1-Deck of Playing Cards on desk with inappropriate pictures,Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Hanoi Jane's Urinal Sticker w/ drawing of female in an inapproriate position.,workspace,Removed
PACAF,Squadron,Inappropriate/Offensive,1,WWII era unit patch drawn on the wall w/a scantily clad woman in a suggestive pose,Office/cubicle,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Victoria Secret catalog,Workspace,Removed
PACAF,Squadron,Inappropriate/Offensive,3,"Suggestive magazines: ""Loaded & FHM"", Poster of cartoon character pouring himself a beer w/ caption "" Everybody needs to believe in something. I believe I will have another beer"".",Common area,Removed
PACAF,Squadron,Inappropriate/Offensive,19,"Printed copy of lyrics to ""Sex on Fire"" by Kings of Leon; 4 Romance novels;  14 laser disc movies w/suggestive titles and/or movie w/adult content",Common area,Removed
PACAF,Squadron,Inappropriate/Offensive,14,"""Heavy Metal: Adult Ilustrated Fantasy Magazine"" x13; dvd movie w/suggestive content",Common area,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Bomber nose-art images,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Muscle and Fitness Magazine,Office Area,Removed
PACAF,Squadron,Inappropriate/Offensive,43,JPG Files,Shared Drive,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate painting,Workplace Common Area,Removed
PACAF,Wing Staff Agency,Inappropriate/Offensive,1,Inappropriate picture,Workplace Common Area,Removed
PACAF,Group,Inappropriate/Offensive,1,Inappropriate picture,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Innapropriate pictures,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Do not disturb sign with sexual tone,Workplace Common Area,Removed and destroyed
PACAF,Squadron,Inappropriate/Offensive,1,Innapropriate documents,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,VHF tapes with unknown material,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,10,"""Mermaid"" beer mugs with nude female torso handles",Sq heritage room,Removed/returned to owners
PACAF,Squadron,Inappropriate/Offensive,2,Maxim Magazines,Men's Latrine,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Offensive graffiti,Workplace Common Area,Covered/will be painted over
PACAF,Squadron,Inappropriate/Offensive,1,Offensive magazine,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,8,"""Mermaid"" beer mugs with nude female torso handles",Sq heritage room,Removed/returned to owners
PACAF,Group,Inappropriate/Offensive,1,Coin with questionable language,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate graffiti,Latrine,Cleaned/painted
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate graffiti,Halon Bottles,Cleaned
PACAF,Squadron,Inappropriate/Offensive,1,Expletives on entry/exit signs,Hanger doors,Work order to replace signs
PACAF,Squadron,Inappropriate/Offensive,1,Derogatory note,Locker door,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Low Rider magazine,Common break room,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Inappropriate poster,Dorm common room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate magazine,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate sign,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Questionable DVD,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate picture,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate paper,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Paper depicting drug,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate magazine,Men's Latrine,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Maxim Magazine,Men's Latrine,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate calendar,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,74,Inappropriate magazines,Common recreational area,Removed
PACAF,Squadron,Inappropriate/Offensive,8,Inappropriate videos,Common recreational area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate posters,Common recreational area,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Inappropriate pictures,Common recreational area,Removed
PACAF,Squadron,Inappropriate/Offensive,16,Inappropriate magazines,Dorm common room,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Calendar with offensive words,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate poster,Dorm common room,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Fitness magazines,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,3,Inappropriate calendar,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Inappropriate magazine,Workplace Common Area,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Suggestive beer mug,Workplace Common Area,Removed/returned to owner
PACAF,Squadron,Inappropriate/Offensive,4,Men's Magazines (FHM/Maxim),Restroom Cabinet,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Men's Magazines (FHM/Maxim),Restroom Locker,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pin Up Caricature (50's style),Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cartoon,Office Bulletin Board,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Tatoo Magazine,Office Desk,Removed
PACAF,Squadron,Unprofessional,1,"Miscellaneous Sign (""Stop Harrassing The Smart Asses"")",Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pin Up Caricature (Cowboy Picture),Office Bulletin Board,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pin Up Caricature (Bridgestone Tire Ad),Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cartoon (Picture of Person in Bathroom Stall),Office Bulletin Board,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Pin Up Photo (Female on Motorcycle),Office Window,Removed
PACAF,Squadron,Pornographic,1,Lewd Calendar,Work Bench,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Cartoon (Picture of Head in Another's Anal Cavity),File Cabinet,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Harley Davidson Poster,Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Magnet with Inappropriate Message,Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,5,Cartoon (Medical),Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Magnet with Inappropriate jokes/profanity,Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,4,"Photos (Man holding breast, mammography image, pregnant/naked art figure)",Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,2,Men's Magazines (FHM/Stuff),Restroom,Removed
PACAF,Squadron,Unprofessional,1,Personnel Status Board w/ Unprofessional Call Signs,Office Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,1,Men's Magazines (Ink),Office Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,1,AF Times Front Page (Female Airmen breastfeeding),Office Bulletin Board,Removed
PACAF,Squadron,Unprofessional,1,Graffitti (Profanity),Restroom Wall,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Papers with Inappropriate jokes/profanity,Office Desk,Removed
PACAF,Squadron,Inappropriate/Offensive,4,Data Files (Females in Bikinis/Profane inspirational posters),Computer Network,Removed
PACAF,Squadron,Unprofessional,3,Cartoons and characatures not of a sexual nature that depicted military life/culture in an unprofessional manner,office cubicles,Removed
PACAF,Division,Inappropriate/Offensive,2,Maxim Magazines,Workplace Common Area,Removed
PACAF,DIvision,Inappropriate/Offensive,2,Mens Health Magazines,Workplace Common Area,Removed
PACAF,Division,Inappropriate/Offensive,1,Alcoholic beverage poster w/ image of scantily clad woman,Wall,Removed
SAF,Directorate,Inappropriate/Offensive,2,Music files with inappropriate language,Info Not Provided,Removed
SAF,Directorate,Inappropriate/Offensive,2,Posters/calendars of inappropriate nature,Info Not Provided,Removed
SAF,Directorate,Inappropriate/Offensive,4,"2 posters, 2 small calendars",Office,Removed
USAFA,Cadet Squadron,Inappropriate/Offensive,11,11 inappropriate magazines,Workspace common areas,Directed owner to remove from workplace
USAFA,Educational Department,Inappropriate/Offensive,1,1 potentially inappropriate magazine,Workplace Common Area,Removed and destroyed
USAFA,Squadron,Inappropriate/Offensive,1,1 offensive postcard re obesity & suggestive sexuality,Individual workspace,Removed and returned to owner
USAFA,Squadron,Inappropriate/Offensive,1,1 questionable sexually suggestive comment,Individual workspace,Removed and returned to owner
USAFA,Squadron,Inappropriate/Offensive,1,1 Ceiling tile with inappropriate painting,Workplace Common Area,Removed
USAFA,Squadron,Inappropriate/Offensive,9,9 files with inappropriate/offensive file names,Shared Drive,Removed from server
USAFA,Team,Inappropriate/Offensive,2,2 inappropriate quotes,Team Common Areas,Removed and destroyed
