"MAJCOM, FOA, Etc",Organizational Level,Finding Type,Quantity,Item(s) discovered,Location
ACC,Squadron,Unprofessional,1,Patch,Workplace Common Area
ACC,Squadron,Unprofessional,1,Patch,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,2,WMA File (commercial) w/inappropriate language & drug use,Share drive
ACC,Squadron,Unprofessional,13,JPEG File w/ inappropriate gesture,Share drive
ACC,Squadron,Unprofessional,3,JPEG File w/ inappropriate gesture,Share drive
ACC,Squadron,Unprofessional,14,Inappropriate files - shared drive,Share drive
ACC,Squadron,Unprofessional,2,Magazines,Workplace Common Area
ACC,Squadron,Unprofessional,1,Historical Nose Art Photos in display case,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Small Confederate Flag,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Newspaper Article Retraction (inappropriate connotation),Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate Comments on dry erase board,Workplace Common Area
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate drawing on dry erase board,Workplace Common Area
ACC,Dorm,Unprofessional,1,Magazine,Workplace Common Area
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate sign posted in common area,Workplace Common Area
ACC,Dorm,Inappropriate/Offensive,1,Inappropriate postcard in common area,Workplace Common Area
ACC,Dorm,Unprofessional,31,Magazine,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,CD/DVD - explicit material (was in unused/unnamed locker),Workplace Common Area
ACC,Squadron,Unprofessional,343,Pictures - Shared Drive (non-duty related),Share drive
ACC,Squadron,Unprofessional,16,Personnel Desktop backgrounds/emails/files,Share drive
ACC,Squadron,Unprofessional,1,Calendar,Workplace Common Area
ACC,Squadron,Unprofessional,2,Poster,Workplace Common Area
ACC,Squadron,Unprofessional,45,Notices in common areas (hand written comments),Workplace Common Area
ACC,Squadron,Unprofessional,1,Suggestive holiday décor,Workplace Common Area
ACC,Squadron,Unprofessional,4,Jokes on Whiteboard,Workplace Common Area
ACC,Squadron,Unprofessional,1,Cartoon Strip,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Lewd Joke picture,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate picture of sports players,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,4,Suggestive Posters,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate files - shared drive (not lewd),Share drive
ACC,Squadron,Unprofessional,1,Heritage Mural,Workplace Common Area
ACC,Squadron,Unprofessional,2,Magazine,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Nametag,Workplace Common Area
ACC,Squadron,Unprofessional,15,Notices in common areas (hand written comments),Workplace Common Area
ACC,Squadron,Unprofessional,26,VHS R-Rated Movies,Workplace Common Area
ACC,Squadron,Unprofessional,1,Doofer Book,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Music CD with offensive songs,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate sticker,Workplace Common Area
ACC,Squadron,Unprofessional,1,Graffiti on ceiling tile,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,45,Inappropriate files - shared drive (not lewd),Share drive
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate Squadron Mug Handles,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,2,Inappropriate drawing on dry erase board in common area,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,11,"Posters, magazines, pictures",Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,72,"Individual LAN images, docs, other files",Share drive
ACC,Squadron,Inappropriate/Offensive,80,LAN Folders (avg 10 files/folder),Share drive
ACC,Squadron,Inappropriate/Offensive,41,"Posters, magazines, pictures",Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,31,"Images, documents, other files on LAN",Share drive
ACC,Squadron,Inappropriate/Offensive,40,LAN Folders (avg 10 files/folder),Share drive
ACC,Staff,Inappropriate/Offensive,2,"Posters, magazines, pictures",Workplace Common Area
ACC,Dorm,Inappropriate/Offensive,1,Sign,Workplace Common Area
ACC,Squadron,Unprofessional,1,Cartoon,Workplace Common Area
ACC,Squadron,Unprofessional,1,magazine,Workplace Common Area
ACC,Squadron,Unprofessional,1,Unit mural,Workplace Common Area
ACC,Squadron,Unprofessional,1,Unit mural,Workplace Common Area
ACC,Squadron,Unprofessional,1,Political cartoon,Workplace Common Area
ACC,Squadron,Unprofessional,3,Lockers,Workplace Common Area
ACC,Squadron,Unprofessional,1,Unit memento,Workplace Common Area
ACC,Squadron,Unprofessional,3,magazine,Workplace Common Area
ACC,Squadron,Unprofessional,2,Historic photo nose art,Workplace Common Area
ACC,Squadron,Unprofessional,1,Bus stop graffiti,Workplace Common Area
ACC,Squadron,Unprofessional,1,magazine,Workplace Common Area
ACC,Squadron,Unprofessional,1,DVD,Workplace Common Area
ACC,Squadron,Unprofessional,1,Porta-Potty,Workplace Common Area
ACC,Squadron,Unprofessional,1,Historic photo  nose art,Workplace Common Area
ACC,Squadron,Unprofessional,1,image on challenge coin,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,3,DVDs - questionable jackets,Workplace Common Area
ACC,Squadron,Unprofessional,1,Morale patch,Workplace Common Area
ACC,Squadron,Unprofessional,1,religious photo,Workplace Common Area
ACC,Squadron,Unprofessional,4,Desktop wallpaper,Workplace Common Area
ACC,Squadron,Unprofessional,1,Video games,Workplace Common Area
ACC,Squadron,Unprofessional,2,Signs/posters,Workplace Common Area
ACC,Squadron,Unprofessional,2,Sticker inside unused locker,Workplace Common Area
ACC,Squadron,Unprofessional,2,Novelty toy on desk,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Workplace Common Area
ACC,Group,Unprofessional,1,Unit memento,Workplace Common Area
ACC,Squadron,Unprofessional,2,Catalog,Workplace Common Area
ACC,Squadron,Unprofessional,2,2 beer signs,Workplace Common Area
ACC,Squadron,Unprofessional,1,Plane made of beer cans,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,Religious themed movie,Workplace Common Area
ACC,Squadron,Unprofessional,2,magazine,Workplace Common Area
ACC,Squadron,Unprofessional,1,digital photos,Share drive
ACC,Squadron,Unprofessional,11,digital photos,Share drive
ACC,Squadron,Unprofessional,2,digital photos,Share drive
ACC,Squadron,Unprofessional,33,digital photos,Share drive
ACC,Squadron,Unprofessional,1,unprofessional sign,Workplace Common Area
ACC,Squadron,Unprofessional,4,unprofessional sign,Workplace Common Area
ACC,Group,Unprofessional,3,unprofessional sign,Workplace Common Area
ACC,Squadron,Unprofessional,4,unprofessional sign,Workplace Common Area
ACC,Squadron,Unprofessional,2,unprofessional sign,Workplace Common Area
ACC,Squadron,Unprofessional,3,Bumper sticker,Workplace Common Area
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area
ACC,Squadron,Unprofessional,1,pencil holder,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,digital picture,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,digital picture,Workplace Common Area
ACC,Squadron,Inappropriate/Offensive,1,cartoon,Workplace Common Area
ACC,Squadron,Unprofessional,1,drawing with profanity,Workplace Common Area
ACC,Air Base Group HQ,Inappropriate/Offensive,1,Plaque,Individual Office
ACC,Group Staff,Inappropriate/Offensive,3,Picture,Individual Offices
ACC,Group Staff,Inappropriate/Offensive,1,Picture,Cubicle
ACC,Group Staff,Inappropriate/Offensive,4,Photo - jpg (temp files),Public Drive
ACC,Group Staff,Inappropriate/Offensive,1,Photo - jpg,Public Drive
ACC,Group Staff,Inappropriate/Offensive,13,Songs,Public Drive
ACC,Group Staff,Inappropriate/Offensive,3,Albums -  Soundtracks,Public Drive
ACC,Group Staff,Inappropriate/Offensive,1,Picture,Cubical Wall
ACC,Group Staff,Inappropriate/Offensive,1,T-Shirt (offensive acronym),Office wall
ACC,Group Staff,Inappropriate/Offensive,6,Legacy gift (picture),Hallways
ACC,Group Staff,Inappropriate/Offensive,1,Table,Lounge
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Office
ACC,Squadron,Inappropriate/Offensive,1,Drawing,Office
ACC,Squadron,Inappropriate/Offensive,1,Flyer,Office
ACC,Squadron,Inappropriate/Offensive,1,Figurine,Office
ACC,Squadron,Inappropriate/Offensive,2,Poster,Office
ACC,Squadron,Inappropriate/Offensive,5,Magazines,Male Bathroom
ACC,Squadron,Inappropriate/Offensive,1,Questionable Pictures,Office Space
ACC,Squadron,Inappropriate/Offensive,1,Novelty item,Office Space
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,PostCard,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,Photo,Office Space
ACC,Squadron,Inappropriate/Offensive,4,Magnets,Breakroom
ACC,Squadron,Inappropriate/Offensive,1,Picture on Ceiling Tile,Classroom
ACC,Squadron,Inappropriate/Offensive,2,Posters,Classroom
ACC,Squadron,Inappropriate/Offensive,1,Picture,Office
ACC,Squadron,Inappropriate/Offensive,1,Picture (Nose Art),Breakroom
ACC,Squadron,Inappropriate/Offensive,3,Calendar,Office
ACC,Squadron,Inappropriate/Offensive,2,Ceiling Tile,Unit Room
ACC,Squadron,Inappropriate/Offensive,1,Squadron Litho,Hallway
ACC,Squadron,Inappropriate/Offensive,1,Unprofessional Pictures and snapshots of texts,TDY Sharedrive
ACC,Squadron,Inappropriate/Offensive,1,Wall Squadron Painting,Unit Room
ACC,Squadron,Inappropriate/Offensive,1,Picture,TDY Sharedrive
ACC,Squadron,Inappropriate/Offensive,1,Calander,Office wall
ACC,Squadron,Inappropriate/Offensive,8,Cartoons,Office
ACC,Squadron,Inappropriate/Offensive,6,Picture,Office
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Picture,Office Desk
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate Photograph,Open work space
ACC,Squadron,Inappropriate/Offensive,1,Magazine,Break room
ACC,Squadron,Inappropriate/Offensive,1,Magazine,Patient Waiting Area
ACC,Squadron,Inappropriate/Offensive,2,Magazine,Waiting room
ACC,Squadron,Inappropriate/Offensive,1,Poster,Storage Building
ACC,Squadron,Inappropriate/Offensive,1,Advertisement,On Locker
ACC,Squadron,Inappropriate/Offensive,1,Poster,Office
ACC,Squadron,Inappropriate/Offensive,1,Content in cable channel playing on TV,Fitness Center
ACC,Squadron,Inappropriate/Offensive,1,Suggestive personal photo,Office
ACC,Squadron,Inappropriate/Offensive,1,magazine w/inappropriate art,Office
ACC,Squadron,Inappropriate/Offensive,1,Dart tail w/inappropritate art,Work cubicle
ACC,Squadron,Inappropriate/Offensive,1,Inappropriate birthday card,Work cubicle
ACC,Squadron,Inappropriate/Offensive,1,Heritage photo w/revealing nose art,Briefing room
ACC,Squadron,Inappropriate/Offensive,1,Plaque w/questionable quote,Work cubicle
ACC,Squadron,Inappropriate/Offensive,1,calendar,Office
ACC,Squadron,Inappropriate/Offensive,1,Shot glass w/inappropriate art,Office
ACC,Squadron,Inappropriate/Offensive,1,celebrity gag picture,Office
ACC,Squadron,Inappropriate/Offensive,1,celebrity picture,Shared drive
ACC,Squadron,Inappropriate/Offensive,2,magazine cover,Shared drive (cached data)
ACC,Squadron,Inappropriate/Offensive,1,Magazine cover,Work cubicle
ACC,Squadron,Inappropriate/Offensive,1,Figurines in suggestive pose,Work cubicle
ACC,Squadron,Inappropriate/Offensive,2,Pictures,Office
ACC,Squadron,Inappropriate/Offensive,1,Patch w/sexual innuendo,Office
ACC,Squadron,Inappropriate/Offensive,3,magazines,Office
ACC,Squadron,Inappropriate/Offensive,1,Book,Common Area
ACC,Squadron,Inappropriate/Offensive,2,Revealing nose art,Pod barn
ACC,Squadron,Inappropriate/Offensive,2,Pictures,Hard drive
ACC,Squadron,Inappropriate/Offensive,4,Stickers,Common Area
ACC,Squadron,Inappropriate/Offensive,11,"Pictures - suggestive ""Demotivational"" posters",Network Drive
ACC,Squadron,Inappropriate/Offensive,9,Pictures,Network Drive
ACC,Squadron,Inappropriate/Offensive,3,Videos - Suggestive,Network Drive
ACC,Squadron,Inappropriate/Offensive,3,Calendars,Office
ACC,Squadron,Inappropriate/Offensive,1,Playing Cards,Office
ACC,Squadron,Inappropriate/Offensive,1,Book (Vintage Korea & WWII Nose Art),Office
ACC,Squadron,Inappropriate/Offensive,1,Model Aircraft (Nose Art),Office
ACC,Squadron,Inappropriate/Offensive,1,Magnet,Vault
ACC,Squadron,Inappropriate/Offensive,10,Poster (.jpg),Common Drive
ACC,Squadron,Inappropriate/Offensive,1,Food Container with inappropriate name,Desktop
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Desk Drawer
ACC,Squadron,Inappropriate/Offensive,1,Poster,Classroom
ACC,Squadron,Inappropriate/Offensive,1,Poster,Classroom
ACC,Squadron,Inappropriate/Offensive,10,Picture,Class Heritage Binder (multiple
ACC,Squadron,Inappropriate/Offensive,1,Display,Personal Workstation (public dis
ACC,Squadron,Inappropriate/Offensive,1,Magazine,Cubicle
ACC,Squadron,Inappropriate/Offensive,8,Alcohol Advertisements/Coasters,Cubicles
ACC,Squadron,Inappropriate/Offensive,3,Suggestive/Questionable Cartoons,Cubicles
ACC,Squadron,Inappropriate/Offensive,1,Copy of Chat traffic - inappropriate humor,Desk
ACC,Squadron,Inappropriate/Offensive,3,Suggestive Stickers,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,Adult Comedy DVD (Explicit Content),Desk
ACC,Squadron,Inappropriate/Offensive,7,Alcohol - Airplane bottles,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,Custom Birthday card - inappropriate pictures,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,alcohol container,Cubicle
ACC,Squadron,Inappropriate/Offensive,1,Picture,Office
ACC,Squadron,Inappropriate/Offensive,7,Picture,Shared Drive
ACC,Squadron,Inappropriate/Offensive,20,Inappropriate pictures,Network Drive
ACC,Squadron,Inappropriate/Offensive,3,Suggestive Photos,Network Drive
ACC,Squadron,Inappropriate/Offensive,1,Songbook,Network Drive
ACC,Squadron,Inappropriate/Offensive,1,Song Book,Network Drive
ACC,Squadron,Inappropriate/Offensive,1,Picture,Office
ACC,Squadron,Inappropriate/Offensive,18,inappropriate Mugs,Vault
ACC,Squadron,Inappropriate/Offensive,12,Magazines,Vault
ACC,Squadron,Inappropriate/Offensive,3,Calendars,Vault
ACC,Squadron,Inappropriate/Offensive,2,"""Doofer"" book",Vault
ACC,Squadron,Inappropriate/Offensive,1,"""Doofer"" book",Vault
ACC,Squadron,Inappropriate/Offensive,1,Song Book,Vault
ACC,Squadron,Inappropriate/Offensive,2,"""Doofer"" book",Vault
ACC,Squadron,Inappropriate/Offensive,20,Inappropriate pictures,NIPR shared drive
ACC,Squadron,Inappropriate/Offensive,1,Songbook,NIPR shared drive
ACC,Squadron,Inappropriate/Offensive,1,Picture,Desk
ACC,Squadron,Inappropriate/Offensive,2,Legacy gift,Heritage Room
ACC,Squadron,Inappropriate/Offensive,4,Class Photos,Vault
ACC,Squadron,Inappropriate/Offensive,5,Doofer Books,Vault
ACC,Squadron,Inappropriate/Offensive,3,Picture,Briefs on shared drive
ACC,Squadron,Inappropriate/Offensive,1,magazine,Vault
ACC,Squadron,Inappropriate/Offensive,1,poster,Bar (class gift)
ACC,Squadron,Inappropriate/Offensive,1,sign with unprofessional photo,Bar (visiting unit gift)
ACC,Squadron,Inappropriate/Offensive,1,female pictures for deployment packs,Hard drive
ACC,Squadron,Inappropriate/Offensive,2,"""Doofer"" books",Storage cabinet
ACC,Squadron,Inappropriate/Offensive,15,Poster,Vault Main Briefing Room
ACC,Squadron,Inappropriate/Offensive,1,Picture,Classroom
ACC,Squadron,Inappropriate/Offensive,4,Poster,Classroom
ACC,Squadron,Inappropriate/Offensive,1,"""Doofer"" Book",Heritage Room
ACC,Squadron,Inappropriate/Offensive,1,Song Book,Desk
ACC,Squadron,Inappropriate/Offensive,1,Legacy Framed Picture,Hallway
ACC,Squadron,Inappropriate/Offensive,1,cartoon photo,Office
ACC,Squadron,Inappropriate/Offensive,1,Holiday Party Photo,Bathroom
ACC,Squadron,Inappropriate/Offensive,4,Picture,Breakroom/Common Areas
ACC,Squadron,Inappropriate/Offensive,6,Videos,Common Drives
ACC,Squadron,Inappropriate/Offensive,1,Presentation,Common Drives
ACC,Squadron,Inappropriate/Offensive,3,Pictures,Historical Logs
ACC,Squadron,Inappropriate/Offensive,1,Poster,Workspace
ACC,Squadron,Inappropriate/Offensive,1,Sticker,Hallway
ACC,Squadron,Inappropriate/Offensive,5,Class pictures from 1970s and 80s,Hallway
ACC,Squadron,Inappropriate/Offensive,1,Table w/ squadron design,Heritage Room
ACC,Squadron,Inappropriate/Offensive,2,Unit patches,Office desk area
ACC,Squadron,Inappropriate/Offensive,2,Emails,Computer
ACC,Squadron,Inappropriate/Offensive,1,celebrity doll,Desk
ACC,Squadron,Inappropriate/Offensive,1,TDY Memento,Office
ACC,Squadron,Inappropriate/Offensive,2,Painted ceiling tile,Breakroom
ACC,Squadron,Inappropriate/Offensive,14,Picture,Shared Drive
ACC,Squadron,Inappropriate/Offensive,1,Calendar,Office wall
ACC,Squadron,Inappropriate/Offensive,1,Picture,Office
ACC,Squadron,Inappropriate/Offensive,1,Poster,Hallway
ACC,Squadron,Inappropriate/Offensive,1,Cartoon,Office
